"Latitude","Longitude","deviceSignalStrength","latencyAverage","downloadSpeed","uploadSpeed"
"40.36","-105.09",-93.5,461.5,,
"40.36","-105.11",-92.25,,1585.1175,898.06
"40.36","-105.12",-84,,263.93,281.06
"40.36","-105.13",,,822.7026923077,444.7465384615
"40.36","-105.14",-88.5555555556,,,
"40.36","-105.47",,,,
"40.36","-105.49",,,,
"40.36","-105.52",-66,136,,
"40.36","-105.53",,,2431.12,1659.426
"40.36","-105.54",,,,
"40.36","-105.55",,,,
"40.36","-105.56",,,367.52,608.82
"40.36","-105.57",,732.08,80.93,3.18
"40.36","-106.09",-76.6,723.16,353.026,99.828
"40.36","-106.57",-83.3333333333,294.8,798.65,85.5533333333
"40.36","-106.62",-101,91.82,281.84,138.77
"40.36","-106.75",-86,1206,,
"40.36","-106.77",,287.63,376.4,166.36
"40.36","-106.85",,,128.14,76.7
"40.37","-102.27",-81,131,,
"40.37","-103.39",-85.5,280.25,6061.7575,4182.8825
"40.37","-103.4",-91.6666666667,386.6666666667,,
"40.37","-104.37",,171.56,2096.81,1127.33
"40.37","-104.5",-97,263.7,166.05,187.925
"40.37","-104.51",-105,224.6,193.35,183.79
"40.37","-104.6",-110,284.7,91.07,99.825
"40.37","-104.64",-67,187.2,2027.05,219.02
"40.37","-104.65",-113,249.6,19.19,0
"40.37","-104.68",-85.6046511628,,1102.2837209302,66.9272093023
"40.37","-104.69",,,1624.3472727273,239.1618181818
"40.37","-104.7",-89,194.96,,
"40.37","-104.71",-91,224.6,565.14,84.11
"40.37","-104.72",-78,165.68,,
"40.37","-104.73",,282.27,571.34,57.64
"40.37","-104.74",-59,190.4,2050.77,138.54
"40.37","-104.75",-101.6666666667,365.1333333333,897.0566666667,116.6366666667
"40.37","-104.77",-111,387,141.16,154.48
"40.37","-104.78",-69,178,2753.77,0
"40.37","-104.79",-105,255.6,133.13,173.95
"40.37","-104.8",-61.5,,827.0925,113.44
"40.37","-104.84",-57,287,1754.84,147.155
"40.37","-104.86",-59,190.2,2448.61,47.18
"40.37","-104.87",-90.5,132.4,,
"40.37","-104.88",-55,177.8,3599.69,404.13
"40.37","-104.89",-97,321.2,1311.43,177.73
"40.37","-104.9",-73,229.3,2370.625,252.355
"40.37","-104.91",-111,224.6,1044.78,31.82
"40.37","-104.92",-87,,412.5366666667,58.2333333333
"40.37","-104.93",-99,221.6,287.19,212.5
"40.37","-104.94",-77.6666666667,,1417.4866666667,183.5133333333
"40.37","-104.95",-81,,0,0
"40.37","-104.96",-101,355.6,587.55,104.05
"40.37","-104.98",,,,
"40.37","-104.99",,,,
"40.37","-105",,,,
"40.37","-105.01",-83,847.4,122.25,11.215
"40.37","-105.02",,,653.24,237.595
"40.37","-105.03",-80.5,,,
"40.37","-105.04",-88.6666666667,,281.51,121.3333333333
"40.37","-105.05",-85.5,1186.3,869.0025,94.955
"40.37","-105.06",-109.5,,,
"40.37","-105.07",,,,
"40.37","-105.08",,,1398.7333333333,943.3133333333
"40.37","-105.09",-84.25,,2031.61,1390.7325
"40.37","-105.1",-79.5,,1803.0875,1656.91
"40.37","-105.11",,,,
"40.37","-105.12",-86.5,,,
"40.37","-105.13",-91.8260869565,,,
"40.37","-105.16",-85,,155.51,385.77
"40.37","-105.47",-113,342,535.49,39.16
"40.37","-105.48",,96.8508333333,,
"40.37","-105.49",,,653.665,598
"40.37","-105.5",,,,
"40.37","-105.51",,,,
"40.37","-105.52",,,,
"40.37","-105.53",,,,
"40.37","-106.09",-108.5,,,
"40.37","-106.57",-104.25,980.55,232.4275,27.8375
"40.37","-106.73",-91,,,
"40.38","-102.85",-91.3333333333,216.7333333333,243.3433333333,127.8166666667
"40.38","-103.38",-86.1428571429,,,
"40.38","-104.22",-92.75,93.25,,
"40.38","-104.53",-66.2,190.88,3082.388,315.94
"40.38","-104.54",-79,786.2,58.36,0
"40.38","-104.68",-113,49,,
"40.38","-104.69",-73.9333333333,,1118.5786666667,163.052
"40.38","-104.7",,141.76,3197.07,753.47
"40.38","-104.71",,119.5,,
"40.38","-104.73",-58.2666666667,,,
"40.38","-104.78",,198.3333333333,,
"40.38","-104.87",-53,349.4,1154.34,8.9
"40.38","-104.9",-93,305.8,984.96,152.07
"40.38","-104.99",-79.6842105263,182.2057894737,,
"40.38","-105.02",-99,,692.58,589.22
"40.38","-105.05",,,317.4075,380.89
"40.38","-105.06",-81,,623.28,1062.37
"40.38","-105.07",-79,,657.046,357.6926666667
"40.38","-105.08",-82,,1999.685,689.345
"40.38","-105.09",-102,187.5,,
"40.38","-105.1",,,242.52,472.88
"40.38","-105.11",-81.6666666667,2127,,
"40.38","-105.13",-94,204,,
"40.38","-105.16",-85,,281.32,238.18
"40.38","-105.46",-91,,,
"40.38","-105.5",-113,251,1256.58,501.78
"40.38","-105.51",,,,
"40.38","-105.52",,,546.3692307692,260.2742307692
"40.38","-105.54",,,,
"40.38","-105.55",,218.972,636.558,55.244
"40.38","-106.1",-78.625,,520.52,134.58875
"40.38","-106.11",-93,1037.6,128.75,0
"40.38","-106.57",-99.5,1144.545,54.645,176.74
"40.38","-106.58",-70,435.9,764.955,162.565
"40.38","-106.59",,1069.12,203.75,18
"40.38","-106.61",-85,665.8,118.75,0
"40.38","-106.63",-83.8,324.96,501.158,119.58
"40.38","-106.64",-67.5,514.1,508.225,131.88
"40.38","-107.69",,,340.68,203.57
"40.39","-103.35",,216.83,1133.75,613.79
"40.39","-103.36",-98,70,,
"40.39","-103.8",-83,193.4,280.58,118.59
"40.39","-104.48",-113,411.8,381.38,0
"40.39","-104.55",-78.3333333333,176.3333333333,,
"40.39","-104.56",,,,
"40.39","-104.57",-53,174.6,4135.36,376.62
"40.39","-104.58",-53,156,3971.79,228.9
"40.39","-104.59",-71,215.3,2073.375,226.115
"40.39","-104.61",-57,197.75,2736.54,281.4
"40.39","-104.62",-86,251,,
"40.39","-104.63",,,572.9866666667,240.2533333333
"40.39","-104.65",-99,241.9,266.12,47.305
"40.39","-104.66",-95.5,,377.6675,47.2325
"40.39","-104.67",-65,,513.44,142.9975
"40.39","-104.68",,449.7511111111,1779.9688888889,398.3511111111
"40.39","-104.69",,,,
"40.39","-104.7",-96.4,214.84,505.284,50.986
"40.39","-104.71",,,,
"40.39","-104.72",-66,,,
"40.39","-104.73",-70.4615384615,,,
"40.39","-104.74",-79,202.0666666667,,
"40.39","-104.75",,,,
"40.39","-104.76",-61.5,543.7,1549.34,148.6075
"40.39","-104.77",,,,
"40.39","-104.78",-93.375,282.755,,
"40.39","-104.79",-106,232.4,1183.61,147.605
"40.39","-104.8",-93.4,,483.148,96.294
"40.39","-104.99",,,,
"40.39","-105",,184.27,9087.36,8423.47
"40.39","-105.02",,,2094.02,2045.22
"40.39","-105.03",-84,,4418.4525,2880.2675
"40.39","-105.04",,,818.1357142857,700.2061904762
"40.39","-105.05",,,378.9445454545,509.4518181818
"40.39","-105.06",,,,
"40.39","-105.07",,,,
"40.39","-105.08",-92,,402.275,164.325
"40.39","-105.09",-72,,243.53,665.9
"40.39","-105.1",-69.5,220,,
"40.39","-105.11",-76,182.5,,
"40.39","-105.13",-85,,3433.48,3161.69
"40.39","-105.14",,775.66,,
"40.39","-105.15",-85,,261.81,146.82
"40.39","-105.17",-93,183,,
"40.39","-105.42",-106,,,
"40.39","-105.43",-113,,,
"40.39","-105.49",,,449.63,441.38
"40.39","-105.5",,,543.26,294.8466666667
"40.39","-105.51",,,199.535,63.025
"40.39","-105.52",,,418.12,444.53
"40.39","-105.59",,178.31,369.8,130.26
"40.39","-106.11",-85.25,393.8,372.23,42.74
"40.39","-106.55",-83,160.6,265.61,231.75
"40.39","-106.56",-87,,,
"40.39","-106.6",-87,846.9,687.505,16.1
"40.39","-106.61",-51,184.4,1832.34,283.73
"40.4","-103.34",-92,227.935,,
"40.4","-103.35",-82.6666666667,227.8,,
"40.4","-104.66",,,218.145,362.67
"40.4","-104.67",,574.1677777778,1357.0033333333,676.2355555556
"40.4","-104.68",,420.304,,
"40.4","-104.69",-98,,,
"40.4","-104.7",,670.12,117.59,287.17
"40.4","-104.71",,,380.4671428571,148.8942857143
"40.4","-104.73",-86,,0,0
"40.4","-104.74",-72.5,,,
"40.4","-104.76",-51.5,189.9,,
"40.4","-104.77",-83,333.7,393.87,112.11
"40.4","-104.79",,26.83,2601.74,172.68
"40.4","-104.81",-89,240.2666666667,1008.4866666667,91.8533333333
"40.4","-104.82",-73,332,,
"40.4","-104.83",-107,245.4666666667,863.5466666667,93.5833333333
"40.4","-104.84",-103,225.7333333333,771.0733333333,149.7733333333
"40.4","-104.86",-80,,,
"40.4","-104.87",-88.1666666667,268.8541666667,851.8433333333,121.6616666667
"40.4","-104.88",-77,215.24,1882.342,224.044
"40.4","-104.89",-90.6,219.68,986.288,140.544
"40.4","-104.9",-75.8,221.88,,
"40.4","-104.91",-87,283.15,1420.01625,152.35
"40.4","-104.92",,,1725.25,303.94
"40.4","-104.93",,,995.3842857143,180.2928571429
"40.4","-104.94",,,1550.27,207.34
"40.4","-104.95",-75,106,,
"40.4","-104.96",-97.8571428571,641.3428571429,467.1157142857,87.6185714286
"40.4","-104.97",,255.035625,,
"40.4","-104.98",,,,
"40.4","-104.99",,,,
"40.4","-105",,,,
"40.4","-105.01",,,,
"40.4","-105.02",,,,
"40.4","-105.03",-78.5,225.925,,
"40.4","-105.04",-72.4545454545,,,
"40.4","-105.05",,,,
"40.4","-105.06",,,,
"40.4","-105.07",,,,
"40.4","-105.09",-99,225.9333333333,,
"40.4","-105.1",,232.615,5534.975,2647.845
"40.4","-105.14",,182.84,2318.64,502.29
"40.4","-105.39",-113,,0,0
"40.4","-105.49",,,304.698,338.67
"40.4","-105.57",,137.2,309.45,412.05
"40.4","-105.58",,690.4033333333,280.7233333333,132.3566666667
"40.4","-105.59",,663.73,,
"40.4","-106.11",-64.6666666667,274,649.3266666667,139.64
"40.4","-107.64",-90,,,
"40.41","-102.62",-89,197,542.12,0
"40.41","-103.34",-90,402.81,1153.37,687.77
"40.41","-104.56",-75,,0,0
"40.41","-104.67",-81,1074,,
"40.41","-104.68",,,1746.8383333333,332.535
"40.41","-104.69",,354.9683333333,,
"40.41","-104.7",-94,195,,
"40.41","-104.71",,,274.3208333333,114.1958333333
"40.41","-104.73",-59,171.6,1724.01,94.44
"40.41","-104.77",,,1921.3525,577.494
"40.41","-104.81",-98,288.06,5207.53,526.26
"40.41","-104.85",-105,287.2,128.51,0
"40.41","-104.86",-113,237.2,131.36,35.64
"40.41","-104.87",-85,268.2,549.57,183.4
"40.41","-104.98",,,,
"40.41","-104.99",-73.1386138614,,,
"40.41","-105",-76.75,,,
"40.41","-105.02",,,3187.635,2469.125
"40.41","-105.06",-98.2857142857,,,
"40.41","-105.07",,236.502,1051.175,94.82
"40.41","-105.08",-85,70,,
"40.41","-105.09",,,253.605,56.265
"40.41","-105.11",-113,211,,
"40.41","-105.12",,327.57,277.27,257.5
"40.41","-105.19",-113,,0,0
"40.41","-105.2",-113,,0,0
"40.41","-105.24",-120,,,
"40.41","-105.37",-106,,,
"40.41","-105.48",,,877.2033333333,365.18
"40.41","-105.67",,,0,0
"40.41","-106.11",-55,268.8,849.13,130.46
"40.41","-106.12",-80,228,357.79,177.5
"40.41","-106.53",-92,,,
"40.41","-108.32",-87,941,,
"40.42","-103.32",,,460.795,195.585
"40.42","-103.33",-98,65,,
"40.42","-103.8",-59,215.2,632.54,216.51
"40.42","-104.55",-113,205.8,39.06,0
"40.42","-104.6",-113,,0,0
"40.42","-104.61",-107,246.6,449.67,173.61
"40.42","-104.63",-109,227.8,69.56,0
"40.42","-104.64",-113,212.2,566.77,200.28
"40.42","-104.65",-101,246.6,1273.28,223.01
"40.42","-104.67",-76.2,251.48,621.66,172.762
"40.42","-104.68",-55,190.4,2998.22,334.13
"40.42","-104.69",,,1854.5591666667,379.6591666667
"40.42","-104.7",,436.935,237.7075,409.8525
"40.42","-104.71",,416.7275,1827.0225,781.2525
"40.42","-104.72",,380.9733333333,,
"40.42","-104.73",,,1577.674,227.814
"40.42","-104.74",,,,
"40.42","-104.76",-69,244.16,,
"40.42","-104.77",,362.364,1484.4933333333,580.9106666667
"40.42","-104.79",,316.4283333333,2013.4333333333,592.2033333333
"40.42","-104.8",-61,215.2,937.11,160.86
"40.42","-104.81",-53,212.2,274.66,95.06
"40.42","-104.83",-85,538.7,79.905,70.665
"40.42","-104.87",-71,190.4,1932.92,258.18
"40.42","-104.99",-76.9411764706,,,
"40.42","-105",,170.92,862.43,555.79
"40.42","-105.02",,,1201.4,511.05
"40.42","-105.07",-83.5714285714,,,
"40.42","-105.08",,,,
"40.42","-105.09",,368.48,296.21,403.46
"40.42","-105.1",-91,131,,
"40.42","-105.11",,,3023.255,807.865
"40.42","-105.12",-83,,4111.38,1631.87
"40.42","-105.18",-113,,,
"40.42","-105.23",-113,,0,0
"40.42","-105.24",-113,,,
"40.42","-105.28",-113,,,
"40.42","-105.29",-113,,0,0
"40.42","-105.34",-113,,,
"40.42","-105.46",,,818.9,545.42
"40.42","-105.47",,,742.37,435.1
"40.42","-105.48",,,502.97,175.69
"40.42","-106.13",-62,197,957.73,263.03
"40.42","-106.51",-62,581.2,129.89,0
"40.42","-106.8",,218.12,1062.66,827.08
"40.42","-106.82",,,228.24,34.45
"40.43","-102.62",-92,193.8,60.06,228.97
"40.43","-103.31",-98,59,,
"40.43","-103.32",-87.5,,161.615,287.02
"40.43","-103.76",-81,202.6,104.92,10.21
"40.43","-104.68",-85,202.8,1365.23,195.76
"40.43","-104.69",,,2138.98,550.7166666667
"40.43","-104.73",-78.6666666667,,,
"40.43","-104.74",,271.36,966.6,571.41
"40.43","-104.77",-81,230.8,1888.23,175.105
"40.43","-104.94",-103,240.2,1683.04,225.43
"40.43","-104.96",,,631.28,55.54
"40.43","-104.97",-73,168.4,3571.53,404.71
"40.43","-104.98",,,,
"40.43","-104.99",,,,
"40.43","-105",-113,,,
"40.43","-105.02",,,4605.2966666667,1503.0466666667
"40.43","-105.04",-93,56.32,8761.46,5079.8
"40.43","-105.05",-96,60.35,3196.68,5228.44
"40.43","-105.06",-87,,,
"40.43","-105.07",-82.4545454545,160.5027272727,,
"40.43","-105.08",-81,69,,
"40.43","-105.11",-93,161,,
"40.43","-105.33",-113,,0,0
"40.43","-106.13",-73,498.5,919.14,205.95
"40.43","-106.47",-44,181.2,2254.66,274.64
"40.43","-106.48",-59.5,177.5,1061.29,284.985
"40.43","-108.65",-95,88.23,1062.9,356.13
"40.44","-103.31",-96.3333333333,289,4234.8033333333,529.8833333333
"40.44","-103.8",-101,196.4,87.42,0
"40.44","-104.69",-79,,,
"40.44","-104.98",,,,
"40.44","-104.99",,,,
"40.44","-105",-93,54.96,8399.3,4907.79
"40.44","-105.02",,,3288.21375,1019.2325
"40.44","-105.06",-83.3333333333,,,
"40.44","-105.07",-77.3166666667,,,
"40.44","-105.09",-77,165.4,2525.53,227.73
"40.44","-106.16",-62,200,1313.87,262.14
"40.44","-106.8",-83,385.16625,,
"40.44","-106.81",,,,
"40.45","-103.3",-91.6666666667,430.1333333333,3058.2966666667,1328.7166666667
"40.45","-104.22",-99,80.5,,
"40.45","-104.69",-90,281.6875,1132.0275,191.095
"40.45","-104.7",-88.3333333333,262.0666666667,1377.0566666667,188.22
"40.45","-104.71",-93,382.3714285714,816.5928571429,130.0528571429
"40.45","-104.77",-72.5,196.55,1057.305,149.3975
"40.45","-104.78",,153.32,585.93,584.38
"40.45","-104.81",-109,237.2,395.82,167.87
"40.45","-104.88",-107,274.6,447.4,94.64
"40.45","-104.89",-105,196,,
"40.45","-104.9",,166.53,1303.54,86.28
"40.45","-104.99",,,,
"40.45","-105.02",,,1016.1344444444,1170.1974074074
"40.45","-105.03",,,958.994,235.056
"40.45","-105.04",,,4030.2716666667,1497.9316666667
"40.45","-105.05",-85,,2431.56,355.78
"40.45","-105.06",-83.5,,,
"40.45","-105.07",-88.2,98.418,,
"40.45","-105.44",,,337.88,508.77
"40.45","-106.16",-62,225,956.32,263.95
"40.45","-106.44",-44,193.8,2273.765,281.755
"40.45","-106.77",,884.33,234.66,534.76
"40.45","-106.8",,,248.334,296.85
"40.45","-106.81",,,,
"40.45","-106.82",-80,400.74,708.95,168.65
"40.45","-106.98",,,594.25,722.97
"40.45","-107.61",-75,,0,0
"40.46","-103",-103.5,245.3,702.075,17.71
"40.46","-103.29",-98,103,,
"40.46","-104.69",-97,406.76,532.472,109.572
"40.46","-104.77",-107,290.2,202.5,12.14
"40.46","-104.88",-61,196.6,1282.07,332.78
"40.46","-104.93",-93,48.41,10203.15,9767.25
"40.46","-104.99",,,,
"40.46","-105.03",-87.75,,2617.81,1067.355
"40.46","-105.04",-76,,2932.86,927.73
"40.46","-105.07",-66.5,83,,
"40.46","-105.08",-62.6666666667,73.3333333333,,
"40.46","-106.19",-63,721.8,39.07,0
"40.46","-106.2",-81,259.4,,
"40.46","-106.45",-54,218.8,1334.45,256.52
"40.46","-106.79",,,1041.66625,1188.65375
"40.46","-106.8",,,319.84,239.11
"40.46","-106.81",,,296.3966666667,179.3933333333
"40.46","-106.82",,356.1823076923,,
"40.46","-106.83",-82,800.85,25.44,31.58
"40.46","-106.99",,,128.13,154.01
"40.46","-107.6",-81,,,
"40.46","-108.22",-91,,,
"40.47","-103.28",-76.8,,,
"40.47","-103.29",-99,345,4694.21,959.58
"40.47","-104.35",-87,2330,1031.71,0
"40.47","-104.42",-91,,,
"40.47","-104.58",-101,290.2,1107.65,180.83
"40.47","-104.59",-83,117,,
"40.47","-104.65",-63,240.2,3410.06,208.81
"40.47","-104.66",-113,374.6,205.43,99.66
"40.47","-104.67",-104,355.7,431.525,137.85
"40.47","-104.69",-94,,,
"40.47","-104.77",-113,1394.8,220.07,161.99
"40.47","-104.88",-56,86,,
"40.47","-104.91",-100.1428571429,185.7857142857,,
"40.47","-104.92",-69,,0,0
"40.47","-104.96",-101,65.7,4753.69,1072.57
"40.47","-104.98",-98.3333333333,,,
"40.47","-104.99",,,,
"40.47","-105.03",,,81.06,111.19
"40.47","-105.11",-88,166,,
"40.47","-105.21",-113,595,99.5,62.94
"40.47","-106.2",-62.5,812.5,680.175,128.39
"40.47","-106.78",,,946.26,102.44
"40.47","-106.79",,,16.84,123.935
"40.47","-106.8",,,22.87,3.065
"40.47","-106.82",,,,
"40.47","-106.83",-68,246.095,886.405,304.325
"40.47","-108.19",-89,,,
"40.47","-108.22",-91,1386,,
"40.48","-103.27",,,,
"40.48","-104.31",-95,,,
"40.48","-104.32",-90,121,,
"40.48","-104.61",,,735.71,255.48
"40.48","-104.69",-71,241.7,1182.295,110.19
"40.48","-104.7",-81,189.2,,
"40.48","-104.71",-80,229.4,1393.14,265.48
"40.48","-104.72",-101,265.2,275.35,162.275
"40.48","-104.73",-66.3333333333,297.4,1469.3133333333,112.5766666667
"40.48","-104.75",-90.4,212.4,,
"40.48","-104.79",-87,274,,
"40.48","-104.81",-89.5,177.2,,
"40.48","-104.82",-101,287,409.97,101.83
"40.48","-104.85",-88,55,,
"40.48","-104.87",-89,280.8,521.56,129.28
"40.48","-104.88",-70,193.4,2689.525,311.78
"40.48","-104.89",-82,78,,
"40.48","-104.9",-87.3333333333,171.1333333333,,
"40.48","-104.91",-82,117.7,,
"40.48","-104.92",-89.5,91.25,,
"40.48","-104.98",-95,290.2,518.93,178.4
"40.48","-104.99",,,,
"40.48","-105.02",-96.3333333333,144.4133333333,,
"40.48","-105.05",-113,315,,
"40.48","-105.06",,,,
"40.48","-105.07",-89.625,206.8375,,
"40.48","-105.08",-100.5714285714,62.83,7907.19,5969.9671428571
"40.48","-106.21",-73,492.1,370.29,46.49
"40.48","-106.82",,,,
"40.48","-106.83",,,,
"40.48","-106.84",-68,238.68,155.07,748.3
"40.48","-107",,,98.12,138.94
"40.48","-107.49",-81,132,,
"40.48","-107.5",-113,59,,
"40.49","-103.26",-94,,1188.38,271.08
"40.49","-103.27",,,129.85,53.86
"40.49","-104.46",-113,,0,0
"40.49","-104.7",-87,231,1584.54,178.79
"40.49","-104.71",-57,118,3577.92,746.67
"40.49","-104.88",,193.4466666667,,
"40.49","-104.89",-91,218.125,,
"40.49","-104.9",-65,193.4,3365.67,371.97
"40.49","-104.99",-78.5333333333,114.6933333333,,
"40.49","-105.03",,129.7,,
"40.49","-105.04",,,,
"40.49","-105.05",,,1592.315,458.2475
"40.49","-105.06",-113,215,,
"40.49","-105.07",,,,
